,Repository_Name,Owner,Description,URL,Programming_Language,Creation_Date,Last_Updated_Date,Number_of_Stars,Number_of_Forks,Number_of_Open_Issues,License_Type
55,genai-job-agents,touhi99,"A LLM Agent with Langchain/Langgraph helps to analyze CV, look relevant jobs via API, and write a cover letter according to it",https://github.com/touhi99/genai-job-agents,Python,2024-04-06T00:57:22Z,2024-09-23T07:40:59Z,26,9,1,MIT License
56,retrieval-agent-template-js,langchain-ai,,https://github.com/langchain-ai/retrieval-agent-template-js,TypeScript,2024-08-26T04:12:02Z,2024-09-24T11:54:11Z,5,4,0,MIT License
57,Map-Reduce-implementation-using-LangGraph,AIAnytime,Map-Reduce implementation using LangGraph: How to flexibly create parallel execution branches,https://github.com/AIAnytime/Map-Reduce-implementation-using-LangGraph,Jupyter Notebook,2024-07-28T03:03:34Z,2024-09-10T08:00:10Z,6,3,0,MIT License
58,gpt-instagram,MODSetter,A GPT-based autonomous multi-agent AI in Next.js that research & recommends Instagram Viral Posts reflecting your personality.,https://github.com/MODSetter/gpt-instagram,TypeScript,2024-07-10T08:31:11Z,2024-10-02T05:47:34Z,187,18,0,MIT License
59,LangGraph-GUI-Qt,LangGraph-GUI,Visual node-edge graph GUI editor for LangGraph with Qt frontend,https://github.com/LangGraph-GUI/LangGraph-GUI-Qt,Python,2024-06-17T14:58:44Z,2024-09-12T05:59:02Z,42,1,0,MIT License
60,ai-school-week-7.1-langgraph,aureathabet,,https://github.com/aureathabet/ai-school-week-7.1-langgraph,,2024-06-05T00:02:17Z,2024-06-05T00:02:17Z,0,6,0,
61,servicedesk_langgraph_tavily,dheerajrhegde,,https://github.com/dheerajrhegde/servicedesk_langgraph_tavily,Python,2024-06-13T12:34:27Z,2024-10-06T17:20:05Z,7,2,0,
62,LangGraph_Streaming,sheikhhanif,"A powerful and efficient API service utilizing LangGraph Agent with real-time streaming tokens via Websocket, built on FastAPI.",https://github.com/sheikhhanif/LangGraph_Streaming,HTML,2024-06-01T03:03:23Z,2024-10-01T22:08:40Z,6,2,0,
63,langgraph-multi-agent,aws-samples,,https://github.com/aws-samples/langgraph-multi-agent,Jupyter Notebook,2024-02-14T21:09:37Z,2024-07-23T21:13:26Z,6,2,1,MIT No Attribution
64,langGraphTutorials,Princekrampah,LangGraph,https://github.com/Princekrampah/langGraphTutorials,Python,2024-02-12T08:00:38Z,2024-08-15T15:23:16Z,8,2,0,
