,Repository_Name,Owner,Description,URL,Programming_Language,Creation_Date,Last_Updated_Date,Number_of_Stars,Number_of_Forks,Number_of_Open_Issues,License_Type
118,langchain-chat-gui,alejandro-ao,Langchain chat with memory and a GUI made in Streamlit,https://github.com/alejandro-ao/langchain-chat-gui,Python,2023-05-06T13:42:05Z,2024-10-03T11:13:08Z,84,54,1,
119,LangChain-Chat-with-Your-Data,ksm26,"Explore LangChain and build powerful chatbots that interact with your own data. Gain insights into document loading, splitting, retrieval, question answering, and more.",https://github.com/ksm26/LangChain-Chat-with-Your-Data,Jupyter Notebook,2023-07-06T11:46:32Z,2024-09-25T19:41:32Z,150,94,0,
120,LangChain.js-LLM-Template,IroncladDev,This is a LangChain LLM template that allows you to train your own custom AI LLM.,https://github.com/IroncladDev/LangChain.js-LLM-Template,JavaScript,2023-02-24T23:46:26Z,2024-10-02T05:10:41Z,321,52,3,
121,langchain-coder,haseeb-heaven,"Web Application that can generate code and fix bugs and run using various LLM's (GPT,Gemini,PALM)",https://github.com/haseeb-heaven/langchain-coder,Python,2023-04-30T01:22:07Z,2024-10-05T20:54:14Z,111,38,1,MIT License
122,rag-tutorial-v2,pixegami,"An Improved Langchain RAG Tutorial (v2) with local LLMs, database updates, and testing.",https://github.com/pixegami/rag-tutorial-v2,Python,2024-04-06T09:27:09Z,2024-10-06T08:58:30Z,470,284,10,
123,telegram-chatgpt-concierge-bot,RafalWilinski,Interact with OpenAI's ChatGPT via Telegram and Voice.,https://github.com/RafalWilinski/telegram-chatgpt-concierge-bot,TypeScript,2023-04-09T20:40:25Z,2024-09-19T18:45:02Z,1129,109,16,
124,csvchat-langchain,amrrs,CSV Chat with LangChain and OpenAI,https://github.com/amrrs/csvchat-langchain,Jupyter Notebook,2023-04-02T20:15:17Z,2024-08-13T13:03:58Z,58,50,3,
125,austin_langchain,aimug-org,Austin LangChain ,https://github.com/aimug-org/austin_langchain,Jupyter Notebook,2023-08-30T17:03:00Z,2024-10-03T20:17:34Z,74,19,0,
126,llama-hub,run-llama,A library of data loaders for LLMs made by the community -- to be used with LlamaIndex and/or LangChain,https://github.com/run-llama/llama-hub,Jupyter Notebook,2023-02-01T05:25:29Z,2024-10-04T11:42:59Z,3438,732,97,MIT License
127,chroma-langchain-tutorial,grumpyp,"The project involves using the Wikipedia API to retrieve current content on a topic, and then using LangChain, OpenAI and Chroma to ask and answer questions about it. The aim of the project is to showcase the powerful embeddings and the endless possibilities.",https://github.com/grumpyp/chroma-langchain-tutorial,Python,2023-04-10T16:54:53Z,2024-09-20T18:55:15Z,168,37,1,
128,llm-python,onlyphantom,"Large Language Models (LLMs) tutorials & sample scripts, ft. langchain, openai, llamaindex, gpt, chromadb & pinecone",https://github.com/onlyphantom/llm-python,Jupyter Notebook,2023-04-06T12:38:17Z,2024-10-06T11:59:44Z,673,264,5,MIT License
129,DataChad,gustavz,Ask questions about any data source by leveraging langchains,https://github.com/gustavz/DataChad,Python,2023-05-10T13:53:51Z,2024-09-20T00:13:34Z,314,81,9,Apache License 2.0
130,summarization_with_langchain,EnkrateiaLucca,Using langchain for summarization,https://github.com/EnkrateiaLucca/summarization_with_langchain,Jupyter Notebook,2023-04-12T09:47:30Z,2024-07-12T12:52:22Z,61,33,0,
131,langchainzh,liteli1987gmail,langchain中文网是langchain的中文文档,https://github.com/liteli1987gmail/langchainzh,MDX,2023-04-30T03:08:35Z,2024-09-26T11:06:33Z,162,19,12,MIT License
132,langchain-ollama-chainlit,sudarshan-koirala,"Simple Chat UI as well as chat with documents using LLMs with Ollama (mistral model) locally, LangChaiin and Chainlit",https://github.com/sudarshan-koirala/langchain-ollama-chainlit,Python,2024-01-28T10:26:25Z,2024-09-07T23:19:07Z,70,49,3,MIT License
133,LangChain-Udemy-Course,Coding-Crashkurse,This Repo contains the code for the Udemy Course LangChain Full Course - Master LLM Powered Applications,https://github.com/Coding-Crashkurse/LangChain-Udemy-Course,Jupyter Notebook,2023-09-07T11:56:20Z,2024-10-03T14:48:25Z,61,62,2,
134,rag_api,danny-avila,ID-based RAG FastAPI: Integration with Langchain and PostgreSQL/pgvector,https://github.com/danny-avila/rag_api,Python,2024-03-17T12:20:35Z,2024-10-03T14:39:41Z,252,105,16,MIT License
135,ElasticSearch-Langchain-Chatglm2,iMagist486,Q&A based on elasticsearch+langchain+chatglm2 ｜ 基于elasticsearch，langchain，chatglm2的自有知识库问答,https://github.com/iMagist486/ElasticSearch-Langchain-Chatglm2,Python,2023-07-15T06:16:02Z,2024-09-15T13:27:58Z,229,43,4,Apache License 2.0
136,langchain-github-bot,petehunt,,https://github.com/petehunt/langchain-github-bot,Python,2022-12-31T07:14:39Z,2024-09-30T02:02:47Z,144,32,3,
137,Langchain-Tutorials,krishnaik06,,https://github.com/krishnaik06/Langchain-Tutorials,Python,2023-06-13T16:03:07Z,2024-09-13T12:11:35Z,41,44,1,
138,Local-LLM-Langchain,ausboss,Load local LLMs effortlessly in a Jupyter notebook for testing purposes alongside Langchain or other agents. Contains Oobagooga and KoboldAI versions of the langchain notebooks  with examples.,https://github.com/ausboss/Local-LLM-Langchain,Jupyter Notebook,2023-04-12T20:13:47Z,2024-09-20T18:55:16Z,211,26,1,
139,openai-quickstart,DjangoPeng,A comprehensive guide to understanding and implementing large language models with hands-on examples using LangChain for GenAI applications.,https://github.com/DjangoPeng/openai-quickstart,Jupyter Notebook,2023-07-17T15:43:10Z,2024-10-06T08:28:16Z,1134,836,39,Apache License 2.0
140,Langchain,rubentak,This repository will show how Langchain🦜🔗 library can be used and integrated,https://github.com/rubentak/Langchain,Jupyter Notebook,2023-04-25T15:09:44Z,2024-09-29T06:52:27Z,50,20,0,
141,linebot-langchain,kkdai,Utilizing a LINE Bot integrated with LangChain in Python to assist with stock price inquiries.,https://github.com/kkdai/linebot-langchain,Python,2023-06-13T10:22:25Z,2024-07-19T02:55:55Z,40,43,0,
142,langchainrb_rails,patterns-ai-core,,https://github.com/patterns-ai-core/langchainrb_rails,Ruby,2023-06-23T13:14:16Z,2024-10-04T07:33:08Z,189,21,6,MIT License
143,langchain_examples,rajib76,This repo consists of examples to use langchain,https://github.com/rajib76/langchain_examples,Python,2023-06-07T02:12:21Z,2024-09-30T07:33:01Z,87,30,0,Apache License 2.0
144,RAG-Chatbot,avrabyt,RAG enabled Chatbots using LangChain and Databutton,https://github.com/avrabyt/RAG-Chatbot,Python,2023-10-26T12:22:54Z,2024-09-26T23:51:51Z,126,49,0,MIT License
145,langchain-book-examples,mark-watson,"Example code for my book ""LangChain Project Lab Book: Hooking Large Language Models Up to the Real World""  https://leanpub.com/langchain",https://github.com/mark-watson/langchain-book-examples,Python,2023-02-22T20:11:42Z,2024-09-12T16:05:19Z,154,28,0,
146,langcorn,msoedov,⛓️ Serving LangChain LLM apps and agents automagically with FastApi. LLMops,https://github.com/msoedov/langcorn,Python,2023-04-14T15:28:45Z,2024-09-28T07:34:25Z,900,67,22,MIT License
147,langchain-gradio-template,hwchase17,,https://github.com/hwchase17/langchain-gradio-template,Python,2023-01-09T03:41:31Z,2024-09-12T10:19:05Z,134,30,2,
148,langchain-streamlit-docker-template,amjadraza,A langchain streamlit docker template,https://github.com/amjadraza/langchain-streamlit-docker-template,Python,2023-05-30T03:49:42Z,2024-09-08T15:39:22Z,75,34,1,MIT License
149,LangChainTest,zhaoqingpu,,https://github.com/zhaoqingpu/LangChainTest,Python,2023-06-06T07:25:41Z,2024-09-09T05:00:06Z,74,37,4,Apache License 2.0
150,awesome-langchain4j,langchain4j,,https://github.com/langchain4j/awesome-langchain4j,,2024-03-10T19:17:18Z,2024-10-04T14:06:45Z,43,19,1,Apache License 2.0
151,example-app-langchain-rag,streamlit,Streamlit app demonstrating using LangChain and retrieval augmented generation with a vectorstore and hybrid search,https://github.com/streamlit/example-app-langchain-rag,Python,2024-03-01T22:26:37Z,2024-09-27T03:11:51Z,86,46,3,Apache License 2.0
152,conversational-agent-langchain,mfmezger,"FastAPI Backend for a Conversational Agent using Cohere, (Azure) OpenAI, Langchain & Langgraph and Qdrant as VectorDB",https://github.com/mfmezger/conversational-agent-langchain,Python,2023-03-21T13:25:52Z,2024-10-06T15:35:09Z,148,26,4,MIT License
153,langchain_neo4j_rag_app,hfhoffman1144,A knowledge graph RAG app using LangChain and Neo4j.,https://github.com/hfhoffman1144/langchain_neo4j_rag_app,Python,2023-12-11T13:33:21Z,2024-10-04T10:45:44Z,166,49,1,
154,langchain-pinecone-101,developersdigest,,https://github.com/developersdigest/langchain-pinecone-101,JavaScript,2023-05-11T20:50:48Z,2024-09-24T17:46:49Z,51,40,2,
155,langchain_gradio,fredliubojin, LiveQuery GPT-4: chatbot with GPT-4-powered convos & Google-powered real-time search,https://github.com/fredliubojin/langchain_gradio,Python,2023-03-17T23:33:46Z,2024-10-03T01:41:07Z,84,25,2,
156,LangChain-for-LLM-Application-Development,ksm26,"Apply LLMs to your data, build personal assistants, and expand your use of LLMs with agents, chains, and memories.",https://github.com/ksm26/LangChain-for-LLM-Application-Development,Jupyter Notebook,2023-06-14T12:36:39Z,2024-09-12T14:25:08Z,99,57,0,
157,langboot,hkh1012,Using Langchain's ideas to build SpringBoot AI applications   |  用langchain的思想，构建SpringBoot AI应用,https://github.com/hkh1012/langboot,Java,2023-07-14T14:29:22Z,2024-10-06T06:12:35Z,157,50,0,Apache License 2.0
158,langchain-3-chat-ui,DennisKo,A ChatGPT UI. Stream OpenAI responses with Langchain and Nextjs,https://github.com/DennisKo/langchain-3-chat-ui,TypeScript,2023-05-08T08:55:56Z,2024-09-26T14:13:22Z,167,29,4,
159,building-apps-with-ai-tools-chatgpt-semantic-kernel-langchain-4469616,LinkedInLearning,"This is a code repository for the LinkedIn Learning course Building Apps with AI Tools: ChatGPT, Semantic Kernel, Langchain.",https://github.com/LinkedInLearning/building-apps-with-ai-tools-chatgpt-semantic-kernel-langchain-4469616,,2023-07-11T17:49:18Z,2024-09-23T11:26:36Z,89,150,3,Other
160,private-chatbot-mpt30b-langchain,mayooear,Chat with your data privately using MPT-30b ,https://github.com/mayooear/private-chatbot-mpt30b-langchain,Python,2023-06-28T17:05:52Z,2024-09-16T00:35:35Z,182,43,7,MIT License
161,chat-with-websites,alejandro-ao,Latests Langchain (2024) App to chat with any website given its URL,https://github.com/alejandro-ao/chat-with-websites,Python,2024-01-31T10:15:04Z,2024-10-04T03:36:08Z,218,128,3,
162,langchain-cohere-qdrant-doc-retrieval,menloparklab,"This Flask backend API takes a document in multiple formats and allows you to perform semantic search using Langchain, Cohere and Qdrant.",https://github.com/menloparklab/langchain-cohere-qdrant-doc-retrieval,Python,2023-04-29T01:34:40Z,2024-09-13T02:41:30Z,151,35,1,
163,codespaces-langchain,lostintangent,🦜🔗 A Codespaces template for getting up-and-running with LangChain in seconds!,https://github.com/lostintangent/codespaces-langchain,,2023-01-19T23:07:30Z,2024-07-13T02:58:12Z,109,21,5,
164,Awesome-RAG,lucifertrj,RAG-VectorDB-Embedings-LlamaIndex-Langchain,https://github.com/lucifertrj/Awesome-RAG,Python,2023-12-04T10:13:46Z,2024-10-03T08:25:10Z,161,18,0,GNU General Public License v3.0
165,nextjs-rag-langchain,gitdagray,,https://github.com/gitdagray/nextjs-rag-langchain,TypeScript,2024-04-29T23:55:06Z,2024-09-19T19:12:15Z,62,36,0,
166,MemoryBot,avrabyt,A chatbot 🤖 which remembers 🧠 using 🦜 LangChain  🔗 OpenAI | Streamlit | DataButton,https://github.com/avrabyt/MemoryBot,Python,2023-03-11T19:08:29Z,2024-10-05T23:36:43Z,149,176,2,MIT License
167,zapier-langchain-quickstart,starmorph,A Jupyter python notebook to Execute Zapier Tasks with GPT completion via Langchain,https://github.com/starmorph/zapier-langchain-quickstart,Jupyter Notebook,2023-03-18T19:21:22Z,2024-07-25T22:33:37Z,71,29,0,
168,redis-langchain-ecommerce-chatbot,lablab-ai,"In this tutorial, we will build an e-commerce chatbot that can query Amazon product embeddings using Redis and generate nice responses with Langchain. Our chatbot will take user input, find relevant products, and present the information in a friendly and detailed manner.",https://github.com/lablab-ai/redis-langchain-ecommerce-chatbot,Jupyter Notebook,2023-03-24T13:42:01Z,2024-09-18T13:51:53Z,46,44,1,
169,chainlit,Chainlit,Build Conversational AI in minutes ⚡️,https://github.com/Chainlit/chainlit,Python,2023-03-14T16:54:04Z,2024-10-06T13:11:01Z,6915,912,407,Apache License 2.0
170,streamlit-langchain,qzg,Streamlit app for reusable RAG Chat Agents using Astra DB and Open AI,https://github.com/qzg/streamlit-langchain,Python,2023-11-22T08:14:20Z,2024-05-24T05:23:17Z,7,64,0,
171,langchain-text-summarization,dataprofessor,Text Summarization App built using Langchain and Streamlit,https://github.com/dataprofessor/langchain-text-summarization,Python,2023-05-16T12:05:47Z,2024-08-25T21:45:51Z,26,44,0,
172,Langchain-Projects-LLM,ananthanarayanan431,Various projects using Large Language Model (GPT & LLAMA) other open source model from HuggingFace and OpenAI. OpenAI API required for running various model,https://github.com/ananthanarayanan431/Langchain-Projects-LLM,Jupyter Notebook,2023-09-17T07:48:01Z,2024-10-05T22:57:25Z,83,25,0,The Unlicense
173,azure_openai_langchain_sample,easonlai,"This repository contains various examples of how to use LangChain, a way to use natural language to interact with LLM, a large language model from Azure OpenAI Service. ",https://github.com/easonlai/azure_openai_langchain_sample,Jupyter Notebook,2023-05-25T03:30:47Z,2024-09-07T11:59:19Z,74,34,1,
174,codeinterpreter-api,shroominic,👾 Open source implementation of the ChatGPT Code Interpreter,https://github.com/shroominic/codeinterpreter-api,Python,2023-07-10T00:20:41Z,2024-10-05T04:33:07Z,3760,400,65,MIT License
175,langchain-tutorials,Crossme0809,,https://github.com/Crossme0809/langchain-tutorials,Jupyter Notebook,2023-06-11T16:01:40Z,2024-08-08T09:32:29Z,72,21,1,
176,Langchain-Tutorilas,PromtEngineer,This repo contains code for Langchain tutorials on my youtube channel. ,https://github.com/PromtEngineer/Langchain-Tutorilas,Jupyter Notebook,2023-07-04T22:48:20Z,2024-08-21T14:07:59Z,38,27,3,
177,langchain-101,davila7,Langchain 101 en Español,https://github.com/davila7/langchain-101,Python,2023-03-12T19:24:10Z,2024-09-03T13:09:15Z,73,18,0,
178,Tiger,Upsonic,Neuralink for your AI Agents - LangChain - Autogen - CrewAI,https://github.com/Upsonic/Tiger,Python,2024-04-05T18:49:43Z,2024-10-03T14:48:51Z,383,25,3,MIT License
179,langchain-js-quickstart,starmorph,A node.js single file app with a basic langchain script that uses OpenAI to generate a react component code snippet.,https://github.com/starmorph/langchain-js-quickstart,TypeScript,2023-03-28T23:54:15Z,2024-06-19T17:36:44Z,84,25,3,
180,java-langchain,Starcloud-Cloud,一个Java 8+的LangChain实现。在(企业)Java环境中构建强大的基于LLM的应用程序。附带详细的Java入门的LLM学习课程,https://github.com/Starcloud-Cloud/java-langchain,Java,2023-08-06T13:46:38Z,2024-09-05T09:33:22Z,71,20,0,
181,langchain-decorators,ju-bezdek,syntactic sugar 🍭 for langchain,https://github.com/ju-bezdek/langchain-decorators,Python,2023-06-09T22:25:08Z,2024-08-08T12:52:51Z,227,11,6,MIT License
182,rag-using-langchain-amazon-bedrock-and-opensearch,aws-samples,RAG with langchain using Amazon Bedrock and Amazon OpenSearch,https://github.com/aws-samples/rag-using-langchain-amazon-bedrock-and-opensearch,Python,2023-08-17T19:40:16Z,2024-09-26T19:04:25Z,192,39,0,MIT No Attribution
183,langchain-chainlit-docker-deployment-template,amjadraza,A template to run Lanchain Powered App using Chainlit Front UI,https://github.com/amjadraza/langchain-chainlit-docker-deployment-template,Dockerfile,2023-06-13T09:01:52Z,2024-08-22T04:57:04Z,44,46,2,MIT License
184,Multimodal-RAG-using-Langchain,AIAnytime,Multimodal RAG using Langchain,https://github.com/AIAnytime/Multimodal-RAG-using-Langchain,Jupyter Notebook,2024-01-20T16:41:00Z,2024-10-01T09:23:53Z,38,21,0,MIT License
185,Chat_with_Datawhale_langchain,logan-zou,,https://github.com/logan-zou/Chat_with_Datawhale_langchain,Python,2024-03-31T13:10:37Z,2024-09-30T07:56:19Z,142,22,7,
186,LangChain-JS-Full-Course,Coding-Crashkurse,,https://github.com/Coding-Crashkurse/LangChain-JS-Full-Course,JavaScript,2023-06-19T17:05:23Z,2024-09-13T12:21:42Z,78,37,0,
187,langchain_demo,brainlid,Demo web project using the Elixir LangChain library,https://github.com/brainlid/langchain_demo,Elixir,2023-10-05T21:49:46Z,2024-10-05T19:30:18Z,120,15,2,Other
188,financial-agent,virattt,"A financial agent, built entirely with LangChain!",https://github.com/virattt/financial-agent,Python,2024-03-23T15:52:33Z,2024-09-28T04:23:29Z,177,25,1,MIT License
189,LangChainBitcoin,lightninglabs,AI tools for giving LangChain agents access to Bitcoin and the ability to traverse L402 APIs,https://github.com/lightninglabs/LangChainBitcoin,Python,2023-05-18T03:42:09Z,2024-10-03T05:21:52Z,129,18,2,
190,LangChain,puigalex,,https://github.com/puigalex/LangChain,Jupyter Notebook,2023-05-12T18:18:20Z,2024-04-28T20:54:07Z,18,20,0,
191,LangChain-SQL-Chain,sugarforever,,https://github.com/sugarforever/LangChain-SQL-Chain,Jupyter Notebook,2023-04-16T20:56:09Z,2024-09-16T04:21:53Z,76,28,5,
192,Automated-MCQ-Generator-Using-Langchain-OpenAI-API,sunnysavita10,,https://github.com/sunnysavita10/Automated-MCQ-Generator-Using-Langchain-OpenAI-API,Jupyter Notebook,2023-12-11T10:06:46Z,2024-10-01T14:40:40Z,47,84,7,
193,zep,getzep,Zep | The Memory Foundation For Your AI Stack,https://github.com/getzep/zep,Go,2023-04-29T14:06:22Z,2024-10-06T12:48:07Z,2576,371,9,Apache License 2.0
194,langchain-chat,shamspias,"langchain-chat is an AI-driven Q&A system that leverages OpenAI's GPT-4 model and FAISS for efficient document indexing. It loads and splits documents from websites or PDFs, remembers conversations, and provides accurate, context-aware answers based on the indexed data. Easy to set up and extend.",https://github.com/shamspias/langchain-chat,Python,2023-04-09T14:12:26Z,2024-08-16T14:09:09Z,84,17,1,
195,langchain-chatbot-multiple-PDF,Abdullahw72,Langchain Chatbot with Multiple PDF Support using OpenAI and Hugging Face Models,https://github.com/Abdullahw72/langchain-chatbot-multiple-PDF,Python,2023-06-17T22:16:01Z,2024-09-10T14:58:43Z,54,32,1,
196,7-Days-of-LangChain,JorisdeJong123,Code repo for 7 Days of LangChain,https://github.com/JorisdeJong123/7-Days-of-LangChain,Python,2023-06-24T09:33:57Z,2024-09-27T18:03:45Z,159,24,0,
197,langchain-js-realworld,amalshehu,Langchain realworld examples in JS,https://github.com/amalshehu/langchain-js-realworld,JavaScript,2023-08-10T16:52:55Z,2024-08-28T22:48:23Z,178,13,1,
198,LLPhant,theodo-group,LLPhant - A comprehensive PHP Generative AI Framework using OpenAI GPT 4. Inspired by Langchain,https://github.com/theodo-group/LLPhant,PHP,2023-07-31T09:54:43Z,2024-10-06T13:46:05Z,808,81,29,MIT License
199,Hands-On-LangChain-for-LLM-Applications-Development,youssefHosni,Practical LangChain tutorials for LLM applications development ,https://github.com/youssefHosni/Hands-On-LangChain-for-LLM-Applications-Development,,2023-11-17T05:56:47Z,2024-10-04T06:19:46Z,126,26,0,
200,azure-openai-workshop,Azure,"This is a code repository initially for Azure OpenAI In a Day workshop. We wanted to share this code with everyone in order to build better AI solutions using Azure OpenAI services. This repository is maintained by community volunteers. If you would like to contribute, please feel free to create a pull request. Thank you all for your contribution. ",https://github.com/Azure/azure-openai-workshop,,2023-01-23T15:04:41Z,2024-07-30T06:40:57Z,173,73,5,
201,multi-doc-chatbot,smaameri,A multi document reader and chatbot using LangChain and ChatGPT,https://github.com/smaameri/multi-doc-chatbot,Python,2023-05-16T12:25:55Z,2024-10-01T08:25:41Z,128,55,1,MIT License
202,llm_agents,mpaepper,Build agents which are controlled by LLMs,https://github.com/mpaepper/llm_agents,Python,2023-04-04T21:25:35Z,2024-10-04T11:41:04Z,928,66,3,MIT License
203,langchain-js,leonvanzyl,,https://github.com/leonvanzyl/langchain-js,JavaScript,2024-01-09T09:41:36Z,2024-09-17T21:33:34Z,52,19,0,
204,aws-openai,FullStackWithLawrence,Example ChatGPT chatbots using Langchain and OpenAI,https://github.com/FullStackWithLawrence/aws-openai,Python,2023-09-11T17:34:03Z,2024-10-06T14:08:48Z,58,34,6,GNU Affero General Public License v3.0
205,langchain4j-workflow,czelabueno,Flexible workflow engine for execute multiple advanced AI paradigms,https://github.com/czelabueno/langchain4j-workflow,Java,2024-06-10T22:35:35Z,2024-09-30T20:52:21Z,71,9,2,Apache License 2.0
206,langchain-book,harukaxq,書籍「LangChain完全入門」で作成するソースコードです。,https://github.com/harukaxq/langchain-book,Python,2023-06-20T01:08:38Z,2024-10-03T08:44:43Z,47,19,0,
207,Langchain-Conversational-Chatbot,sugarforever,,https://github.com/sugarforever/Langchain-Conversational-Chatbot,Jupyter Notebook,2023-04-09T21:29:00Z,2024-08-11T01:56:11Z,66,21,0,
208,langchain-decoded,alphasecio,"A companion guide for the blog post series, LangChain Decoded. ",https://github.com/alphasecio/langchain-decoded,Jupyter Notebook,2023-04-15T03:09:59Z,2024-08-11T07:33:07Z,144,12,0,MIT License
209,AgentGPT,reworkd,"🤖 Assemble, configure, and deploy autonomous AI Agents in your browser.",https://github.com/reworkd/AgentGPT,TypeScript,2023-04-07T02:29:19Z,2024-10-06T13:21:33Z,31488,9225,198,GNU General Public License v3.0
210,LangchainRAG-Trubrics-Langsmith,CharlyWargnier,,https://github.com/CharlyWargnier/LangchainRAG-Trubrics-Langsmith,Python,2023-09-17T20:21:25Z,2024-10-04T23:31:02Z,23,14,0,Apache License 2.0
211,langchain-wenxin,ninehills,langchain baidu wenxinworkshop wrapper,https://github.com/ninehills/langchain-wenxin,Python,2023-05-23T02:02:45Z,2024-05-17T00:30:09Z,68,13,8,MIT License
212,youtube-assistant-langchain,rishabkumar7,"A LLM powered YouTube Assistant, ask question about a YouTube video.",https://github.com/rishabkumar7/youtube-assistant-langchain,Python,2023-07-19T15:40:19Z,2024-10-04T13:59:11Z,30,27,2,
213,gcp-langchain,homanp,Example of running LangChain on Cloud Run,https://github.com/homanp/gcp-langchain,Python,2023-04-22T21:55:09Z,2024-09-20T10:01:12Z,61,16,0,MIT License
214,awesome-llm-agents,kaushikb11,A curated list of awesome LLM agents.,https://github.com/kaushikb11/awesome-llm-agents,,2023-04-04T10:22:43Z,2024-10-06T03:12:18Z,461,38,5,
215,chat-langchain-readthedocs,hwchase17,,https://github.com/hwchase17/chat-langchain-readthedocs,Python,2023-02-06T07:08:34Z,2024-08-28T11:22:09Z,68,19,2,MIT License
216,langchain-0.1-guides,hwchase17,,https://github.com/hwchase17/langchain-0.1-guides,Jupyter Notebook,2024-01-07T20:00:34Z,2024-10-03T14:48:42Z,92,20,0,MIT License
217,learn-generative-ai,panaverse,"Learn Cloud Applied Generative AI Engineering (GenEng) using OpenAI, Gemini, Streamlit, Containers, Serverless, Postgres, LangChain, Pinecone, and Next.js",https://github.com/panaverse/learn-generative-ai,Python,2023-10-10T05:52:37Z,2024-10-03T16:55:19Z,641,242,15,
218,Langchain-ChatBI,dynamiclu,一种利用Langchain框架和本地向量库实现的对话式BI，它的目标是帮助用户寻找、理解数据知识，并能够分析数据、洞察结果，通过自然语言对话，降低数据分析的门槛。,https://github.com/dynamiclu/Langchain-ChatBI,Python,2024-02-02T11:59:47Z,2024-09-30T07:09:45Z,74,18,4,
219,RAG-using-Llama3-Langchain-and-ChromaDB,GURPREETKAURJETHRA,"RAG using Llama3, Langchain and ChromaDB",https://github.com/GURPREETKAURJETHRA/RAG-using-Llama3-Langchain-and-ChromaDB,Jupyter Notebook,2024-04-22T07:02:08Z,2024-09-24T10:44:00Z,67,21,0,MIT License
220,langchain-gemma-ollama-chainlit,sudarshan-koirala,Simple Chainlit UI for running llms locally using Ollama and LangChain,https://github.com/sudarshan-koirala/langchain-gemma-ollama-chainlit,Python,2024-02-22T08:07:59Z,2024-08-14T13:08:05Z,42,28,0,MIT License
221,langchain-retrieval-agent-example,pinecone-io,,https://github.com/pinecone-io/langchain-retrieval-agent-example,TypeScript,2023-05-30T20:22:20Z,2024-09-10T09:44:18Z,54,26,3,
222,LangChain-Cheatsheet,JorisdeJong123,Easy to use code snippets for LangChain,https://github.com/JorisdeJong123/LangChain-Cheatsheet,Python,2023-05-26T10:03:55Z,2024-08-28T20:37:40Z,151,13,2,
223,anthropic-claude-clone-v1,developersdigest,Anthropic Claude Clone in Next.JS and Langchain,https://github.com/developersdigest/anthropic-claude-clone-v1,TypeScript,2023-08-13T16:26:28Z,2024-10-05T06:45:54Z,76,34,1,
224,simple-langchain-app,MSU-AI,A demo app for Fall 2023 Workshop 3.,https://github.com/MSU-AI/simple-langchain-app,Python,2023-10-01T17:26:17Z,2023-10-02T22:48:33Z,2,76,0,
225,langchain-cohere,langchain-ai,,https://github.com/langchain-ai/langchain-cohere,Python,2024-04-04T22:37:45Z,2024-09-29T23:40:29Z,31,20,7,MIT License
226,LangChain-Chat-with-Your-Data,Ryota-Kawamura,Start building practical applications that allow you to interact with data using LangChain and LLMs.,https://github.com/Ryota-Kawamura/LangChain-Chat-with-Your-Data,Jupyter Notebook,2023-07-06T03:01:17Z,2024-09-29T14:59:26Z,42,42,1,
227,langchain-pdf-qa,bdcorps,,https://github.com/bdcorps/langchain-pdf-qa,TypeScript,2023-04-09T16:48:18Z,2024-08-07T19:05:20Z,140,13,2,
228,full_course_langchain,liteli1987gmail,,https://github.com/liteli1987gmail/full_course_langchain,Jupyter Notebook,2023-07-03T11:04:38Z,2024-09-02T09:31:10Z,62,18,1,MIT License
229,Retrieval-Augmented-Generation-Engine-with-LangChain-and-Streamlit,mirabdullahyaser,"Powerful web application that combines Streamlit, LangChain, and Pinecone to simplify document analysis. Powered by OpenAI's GPT-3, RAG enables dynamic, interactive document conversations, making it ideal for efficient document retrieval and summarization.",https://github.com/mirabdullahyaser/Retrieval-Augmented-Generation-Engine-with-LangChain-and-Streamlit,Python,2023-08-21T21:14:59Z,2024-10-03T23:46:36Z,98,52,5,
230,function-python-ai-langchain,Azure-Samples,Simple starting point function to host LangChains with LLMs and other tools in an Azure Function.,https://github.com/Azure-Samples/function-python-ai-langchain,Bicep,2023-05-23T18:05:39Z,2024-10-03T19:28:35Z,55,23,1,MIT License
231,langfuse,langfuse,"🪢 Open source LLM engineering platform: LLM Observability, metrics, evals, prompt management, playground, datasets. Integrates with LlamaIndex, Langchain, OpenAI SDK, LiteLLM, and more. 🍊YC W23 ",https://github.com/langfuse/langfuse,TypeScript,2023-05-18T17:47:09Z,2024-10-06T15:33:41Z,5847,555,141,Other
232,gpt4-pdf-chatbot-langchain-chroma,chroma-core,javascript implementation of a PDF chatbot,https://github.com/chroma-core/gpt4-pdf-chatbot-langchain-chroma,TypeScript,2023-04-19T18:21:36Z,2024-09-08T07:20:47Z,109,26,6,
233,langchat,linuxandchill,Nextjs + Langchain Youtube Tutorial,https://github.com/linuxandchill/langchat,JavaScript,2023-04-05T21:51:24Z,2024-08-02T13:53:40Z,35,15,0,
234,langchain,wikibook,《랭체인 완벽 입문》 예제 코드,https://github.com/wikibook/langchain,Python,2024-01-03T02:42:07Z,2024-08-18T04:26:06Z,17,15,0,
235,langforge,mme,A Toolkit for Creating and Deploying LangChain Apps,https://github.com/mme/langforge,Jupyter Notebook,2023-04-21T20:59:19Z,2024-08-20T11:34:22Z,168,22,1,MIT License
236,langchain-nvidia,langchain-ai,,https://github.com/langchain-ai/langchain-nvidia,Jupyter Notebook,2024-02-21T22:36:43Z,2024-10-01T00:11:07Z,50,16,11,MIT License
